decider,state_id,task_id,reference,n,accuracy,modal_choice,consistency,n_distinct_choices
jev,update_task_with_initialization_actions/t1/turn0,update_task_with_initialization_actions,update_task_status,5,1.0,update_task_status,1.0,1
jev,update_task_with_initialization_actions/t1/turn1,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_initialization_actions/t1/turn2,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_initialization_actions/t1/turn3,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_initialization_actions/t2/turn0,update_task_with_initialization_actions,update_task_status,5,1.0,update_task_status,1.0,1
jev,update_task_with_initialization_actions/t2/turn1,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_initialization_actions/t2/turn2,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_initialization_actions/t2/turn3,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_initialization_actions/t2/turn4,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_message_history/t0/turn0,update_task_with_message_history,update_task_status,5,1.0,update_task_status,1.0,1
jev,update_task_with_message_history/t0/turn1,update_task_with_message_history,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_message_history/t0/turn2,update_task_with_message_history,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_message_history/t2/turn0,update_task_with_message_history,update_task_status,5,1.0,update_task_status,1.0,1
jev,update_task_with_message_history/t2/turn1,update_task_with_message_history,respond_to_user,5,1.0,respond_to_user,1.0,1
jev,update_task_with_message_history/t2/turn2,update_task_with_message_history,respond_to_user,5,1.0,respond_to_user,1.0,1
kev-0.8b,create_task_1/t0/turn0,create_task_1,create_task,5,1.0,create_task,1.0,1
kev-0.8b,create_task_1/t0/turn1,create_task_1,respond_to_user,5,0.0,create_task,1.0,1
kev-0.8b,create_task_1/t2/turn0,create_task_1,create_task,5,1.0,create_task,1.0,1
kev-0.8b,create_task_1/t2/turn1,create_task_1,respond_to_user,5,0.0,create_task,1.0,1
kev-0.8b,create_task_1/t2/turn2,create_task_1,transfer_to_human_agents,5,0.0,create_task,1.0,1
kev-0.8b,create_task_1/t2/turn3,create_task_1,respond_to_user,5,1.0,respond_to_user,1.0,1
kev-0.8b,create_task_1_nl_eval/t0/turn0,create_task_1_nl_eval,create_task,5,1.0,create_task,1.0,1
kev-0.8b,create_task_1_nl_eval/t0/turn1,create_task_1_nl_eval,respond_to_user,5,0.0,create_task,1.0,1
kev-0.8b,create_task_1_nl_eval/t1/turn0,create_task_1_nl_eval,create_task,5,1.0,create_task,1.0,1
kev-0.8b,create_task_1_nl_eval/t1/turn1,create_task_1_nl_eval,respond_to_user,5,0.0,create_task,1.0,1
kev-0.8b,create_task_1_nl_eval/t2/turn0,create_task_1_nl_eval,create_task,5,1.0,create_task,1.0,1
kev-0.8b,create_task_1_nl_eval/t2/turn1,create_task_1_nl_eval,respond_to_user,5,0.0,create_task,1.0,1
kev-0.8b,create_task_1_with_env_assertions/t0/turn0,create_task_1_with_env_assertions,create_task,5,1.0,create_task,1.0,1
kev-0.8b,create_task_1_with_env_assertions/t0/turn1,create_task_1_with_env_assertions,respond_to_user,5,0.0,create_task,1.0,1
kev-0.8b,create_task_1_with_env_assertions/t1/turn0,create_task_1_with_env_assertions,create_task,5,1.0,create_task,1.0,1
kev-0.8b,create_task_1_with_env_assertions/t1/turn1,create_task_1_with_env_assertions,respond_to_user,5,0.0,create_task,1.0,1
kev-0.8b,impossible_task_1/t0/turn0,impossible_task_1,transfer_to_human_agents,5,0.0,respond_to_user,1.0,1
kev-0.8b,impossible_task_1/t0/turn1,impossible_task_1,respond_to_user,5,0.0,transfer_to_human_agents,1.0,1
kev-0.8b,impossible_task_1/t0/turn2,impossible_task_1,transfer_to_human_agents,5,1.0,transfer_to_human_agents,1.0,1
kev-0.8b,impossible_task_1/t0/turn3,impossible_task_1,respond_to_user,5,0.0,transfer_to_human_agents,1.0,1
kev-0.8b,impossible_task_1/t0/turn4,impossible_task_1,respond_to_user,5,0.0,transfer_to_human_agents,1.0,1
kev-0.8b,impossible_task_1/t0/turn5,impossible_task_1,respond_to_user,5,0.0,transfer_to_human_agents,1.0,1
kev-0.8b,impossible_task_1/t1/turn0,impossible_task_1,transfer_to_human_agents,5,0.0,respond_to_user,1.0,1
kev-0.8b,impossible_task_1/t1/turn1,impossible_task_1,respond_to_user,5,0.0,transfer_to_human_agents,1.0,1
kev-0.8b,impossible_task_1/t2/turn0,impossible_task_1,transfer_to_human_agents,5,0.0,respond_to_user,1.0,1
kev-0.8b,impossible_task_1/t2/turn1,impossible_task_1,respond_to_user,5,0.0,transfer_to_human_agents,1.0,1
kev-0.8b,update_task_1/t0/turn0,update_task_1,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_1/t0/turn1,update_task_1,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_1/t0/turn2,update_task_1,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_1/t1/turn0,update_task_1,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_1/t1/turn1,update_task_1,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_1/t2/turn0,update_task_1,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_1/t2/turn1,update_task_1,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_1/t2/turn2,update_task_1,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t0/turn0,update_task_with_history_and_env_assertions,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t0/turn1,update_task_with_history_and_env_assertions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t0/turn2,update_task_with_history_and_env_assertions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t0/turn3,update_task_with_history_and_env_assertions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t1/turn0,update_task_with_history_and_env_assertions,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t1/turn1,update_task_with_history_and_env_assertions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t1/turn2,update_task_with_history_and_env_assertions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t1/turn3,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t1/turn4,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t2/turn0,update_task_with_history_and_env_assertions,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t2/turn1,update_task_with_history_and_env_assertions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t2/turn2,update_task_with_history_and_env_assertions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_history_and_env_assertions/t2/turn3,update_task_with_history_and_env_assertions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t0/turn0,update_task_with_initialization_actions,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t0/turn1,update_task_with_initialization_actions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t0/turn2,update_task_with_initialization_actions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t1/turn0,update_task_with_initialization_actions,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t1/turn1,update_task_with_initialization_actions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t1/turn2,update_task_with_initialization_actions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t1/turn3,update_task_with_initialization_actions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t2/turn0,update_task_with_initialization_actions,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t2/turn1,update_task_with_initialization_actions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t2/turn2,update_task_with_initialization_actions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_initialization_actions/t2/turn3,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
kev-0.8b,update_task_with_initialization_actions/t2/turn4,update_task_with_initialization_actions,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_message_history/t0/turn0,update_task_with_message_history,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_with_message_history/t0/turn1,update_task_with_message_history,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_message_history/t0/turn2,update_task_with_message_history,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_message_history/t2/turn0,update_task_with_message_history,update_task_status,5,1.0,update_task_status,1.0,1
kev-0.8b,update_task_with_message_history/t2/turn1,update_task_with_message_history,respond_to_user,5,0.0,update_task_status,1.0,1
kev-0.8b,update_task_with_message_history/t2/turn2,update_task_with_message_history,respond_to_user,5,0.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,create_task_1/t0/turn0,create_task_1,create_task,5,0.2,get_users,0.8,2
llm:openrouter/openai/gpt-oss-20b,create_task_1/t0/turn1,create_task_1,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,create_task_1/t2/turn0,create_task_1,create_task,5,0.0,get_users,0.6,2
llm:openrouter/openai/gpt-oss-20b,create_task_1/t2/turn1,create_task_1,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,create_task_1/t2/turn2,create_task_1,transfer_to_human_agents,5,0.2,respond_to_user,0.8,2
llm:openrouter/openai/gpt-oss-20b,create_task_1/t2/turn3,create_task_1,respond_to_user,5,0.8,respond_to_user,0.8,2
llm:openrouter/openai/gpt-oss-20b,create_task_1_nl_eval/t0/turn0,create_task_1_nl_eval,create_task,5,0.4,get_users,0.6,2
llm:openrouter/openai/gpt-oss-20b,create_task_1_nl_eval/t0/turn1,create_task_1_nl_eval,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,create_task_1_nl_eval/t1/turn0,create_task_1_nl_eval,create_task,5,0.4,get_users,0.6,2
llm:openrouter/openai/gpt-oss-20b,create_task_1_nl_eval/t1/turn1,create_task_1_nl_eval,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,create_task_1_nl_eval/t2/turn0,create_task_1_nl_eval,create_task,5,0.2,get_users,0.8,2
llm:openrouter/openai/gpt-oss-20b,create_task_1_nl_eval/t2/turn1,create_task_1_nl_eval,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,create_task_1_with_env_assertions/t0/turn0,create_task_1_with_env_assertions,create_task,5,0.2,get_users,0.8,2
llm:openrouter/openai/gpt-oss-20b,create_task_1_with_env_assertions/t0/turn1,create_task_1_with_env_assertions,respond_to_user,5,0.8,respond_to_user,0.8,2
llm:openrouter/openai/gpt-oss-20b,create_task_1_with_env_assertions/t1/turn0,create_task_1_with_env_assertions,create_task,5,0.0,get_users,1.0,1
llm:openrouter/openai/gpt-oss-20b,create_task_1_with_env_assertions/t1/turn1,create_task_1_with_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t0/turn0,impossible_task_1,transfer_to_human_agents,5,1.0,transfer_to_human_agents,1.0,1
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t0/turn1,impossible_task_1,respond_to_user,5,0.6,respond_to_user,0.6,2
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t0/turn2,impossible_task_1,transfer_to_human_agents,5,1.0,transfer_to_human_agents,1.0,1
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t0/turn3,impossible_task_1,respond_to_user,5,0.2,transfer_to_human_agents,0.8,2
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t0/turn4,impossible_task_1,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t0/turn5,impossible_task_1,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t1/turn0,impossible_task_1,transfer_to_human_agents,5,1.0,transfer_to_human_agents,1.0,1
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t1/turn1,impossible_task_1,respond_to_user,4,0.75,respond_to_user,0.75,2
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t2/turn0,impossible_task_1,transfer_to_human_agents,5,1.0,transfer_to_human_agents,1.0,1
llm:openrouter/openai/gpt-oss-20b,impossible_task_1/t2/turn1,impossible_task_1,respond_to_user,5,0.6,respond_to_user,0.6,2
llm:openrouter/openai/gpt-oss-20b,update_task_1/t0/turn0,update_task_1,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_1/t0/turn1,update_task_1,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_1/t0/turn2,update_task_1,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_1/t1/turn0,update_task_1,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_1/t1/turn1,update_task_1,respond_to_user,5,0.8,respond_to_user,0.8,2
llm:openrouter/openai/gpt-oss-20b,update_task_1/t2/turn0,update_task_1,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_1/t2/turn1,update_task_1,respond_to_user,5,0.8,respond_to_user,0.8,2
llm:openrouter/openai/gpt-oss-20b,update_task_1/t2/turn2,update_task_1,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t0/turn0,update_task_with_history_and_env_assertions,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t0/turn1,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t0/turn2,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t0/turn3,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t1/turn0,update_task_with_history_and_env_assertions,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t1/turn1,update_task_with_history_and_env_assertions,respond_to_user,5,0.8,respond_to_user,0.8,2
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t1/turn2,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t1/turn3,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t1/turn4,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t2/turn0,update_task_with_history_and_env_assertions,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t2/turn1,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t2/turn2,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_history_and_env_assertions/t2/turn3,update_task_with_history_and_env_assertions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t0/turn0,update_task_with_initialization_actions,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t0/turn1,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t0/turn2,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t1/turn0,update_task_with_initialization_actions,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t1/turn1,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t1/turn2,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t1/turn3,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t2/turn0,update_task_with_initialization_actions,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t2/turn1,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t2/turn2,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t2/turn3,update_task_with_initialization_actions,respond_to_user,5,0.8,respond_to_user,0.8,2
llm:openrouter/openai/gpt-oss-20b,update_task_with_initialization_actions/t2/turn4,update_task_with_initialization_actions,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_message_history/t0/turn0,update_task_with_message_history,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_message_history/t0/turn1,update_task_with_message_history,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_message_history/t0/turn2,update_task_with_message_history,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_message_history/t2/turn0,update_task_with_message_history,update_task_status,5,1.0,update_task_status,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_message_history/t2/turn1,update_task_with_message_history,respond_to_user,5,1.0,respond_to_user,1.0,1
llm:openrouter/openai/gpt-oss-20b,update_task_with_message_history/t2/turn2,update_task_with_message_history,respond_to_user,5,1.0,respond_to_user,1.0,1
